s,a,m,p,l,e
s,h,o,r,t
0,1,2
0,1,3
0,2,4
0,2,5
0,3,4
0,3,5
0,4,6
0,4,7
0,5,6
0,5,7
0,8,6
0,9,6
0,8,7
0,9,7
1,2,4
1,2,5
1,3,4
1,3,5
1,4,6
1,4,7
1,5,6
1,5,7
8,1,6
1,6,9
8,1,7
1,9,7
2,3,6
2,3,7
8,2,4
9,2,4
8,2,5
9,2,5
8,3,4
9,3,4
8,3,5
9,3,5
