full_sample
short_long
 0, 0, 0, 1
 1, 0, 0, 1
 2, 0, 0, 1
 3, 0, 0, 1
 4, 0, 0, 1
 5, 0, 0, 1
 6, 0, 0, 1
 7, 3931/9690, 31448, 77520
 8, 1519/1615, 118482, 125970
 9, 41783/41990, 167132, 167960
10, 4196/4199, 184624, 184756
11, 20992/20995, 167936, 167960
12, 62984/62985, 125968, 125970
13, 1, 77520, 77520
14, 1, 38760, 38760
15, 1, 15504, 15504
16, 1, 4845, 4845
17, 1, 1140, 1140
18, 1, 190, 190
19, 1, 20, 20
20, 1, 1, 1
